UAI;Nom_lycee;taux_interruption_formation
0530011Z;LYCEE GENERAL ET TECHNOLOGIQUE DOUANIER ROUSSEAU;30
0530011Z;LYCEE GENERAL ET TECHNOLOGIQUE DOUANIER ROUSSEAU;44
0861228T;LYCEE GENERAL ET TECHNOLOGIQUE DU BOIS D AMOUR;15
0861228T;LYCEE GENERAL ET TECHNOLOGIQUE DU BOIS D AMOUR;19
0861228T;LYCEE GENERAL ET TECHNOLOGIQUE DU BOIS D AMOUR;24
0861228T;LYCEE GENERAL ET TECHNOLOGIQUE DU BOIS D AMOUR;13
0831407D;LYCEE GENERAL ET TECHNOLOGIQUE DU COUDON;22
0831407D;LYCEE GENERAL ET TECHNOLOGIQUE DU COUDON;25
0831407D;LYCEE GENERAL ET TECHNOLOGIQUE DU COUDON;28
0421788R;LYCEE GENERAL ET TECHNOLOGIQUE DU FOREZ;42
0421788R;LYCEE GENERAL ET TECHNOLOGIQUE DU FOREZ;32
0421788R;LYCEE GENERAL ET TECHNOLOGIQUE DU FOREZ;29
0421788R;LYCEE GENERAL ET TECHNOLOGIQUE DU FOREZ;19
0731392S;LYCEE GENERAL ET TECHNOLOGIQUE DU GRANIER;38
0731392S;LYCEE GENERAL ET TECHNOLOGIQUE DU GRANIER;34
0731392S;LYCEE GENERAL ET TECHNOLOGIQUE DU GRANIER;35
0731392S;LYCEE GENERAL ET TECHNOLOGIQUE DU GRANIER;28
0590223X;LYCEE GENERAL ET TECHNOLOGIQUE DU HAINAUT;45
0590223X;LYCEE GENERAL ET TECHNOLOGIQUE DU HAINAUT;47
0590223X;LYCEE GENERAL ET TECHNOLOGIQUE DU HAINAUT;56
0292047T;LYCEE GENERAL ET TECHNOLOGIQUE DU LEON;24
0292047T;LYCEE GENERAL ET TECHNOLOGIQUE DU LEON;15
0292047T;LYCEE GENERAL ET TECHNOLOGIQUE DU LEON;16
0292047T;LYCEE GENERAL ET TECHNOLOGIQUE DU LEON;23
0595616J;LYCEE GENERAL ET TECHNOLOGIQUE DU NOORDOVER;40
0595616J;LYCEE GENERAL ET TECHNOLOGIQUE DU NOORDOVER;39
0595616J;LYCEE GENERAL ET TECHNOLOGIQUE DU NOORDOVER;27
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;36
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;23
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;38
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;22
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;31
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;51
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;34
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;54
0641779L;LYCEE GENERAL ET TECHNOLOGIQUE DU PAYS DE SOULE;40
0641779L;LYCEE GENERAL ET TECHNOLOGIQUE DU PAYS DE SOULE;36
0641779L;LYCEE GENERAL ET TECHNOLOGIQUE DU PAYS DE SOULE LYCEE DES METIERS;36
0641779L;LYCEE GENERAL ET TECHNOLOGIQUE DU PAYS DE SOULE LYCEE DES METIERS;40
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;32
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;39
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;26
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;53
0011276G;LYCEE GENERAL ET TECHNOLOGIQUE DU VAL DE SAONE;37
0011276G;LYCEE GENERAL ET TECHNOLOGIQUE DU VAL DE SAONE;26
0011276G;LYCEE GENERAL ET TECHNOLOGIQUE DU VAL DE SAONE;32
0011276G;LYCEE GENERAL ET TECHNOLOGIQUE DU VAL DE SAONE;25
0450062Y;LYCEE GENERAL ET TECHNOLOGIQUE DUHAMEL DU MONCEAU;26
0450062Y;LYCEE GENERAL ET TECHNOLOGIQUE DUHAMEL DU MONCEAU;32
0450062Y;LYCEE GENERAL ET TECHNOLOGIQUE DUHAMEL DU MONCEAU;40
0830053G;LYCEE GENERAL ET TECHNOLOGIQUE DUMONT D URVILLE;23
0830053G;LYCEE GENERAL ET TECHNOLOGIQUE DUMONT D URVILLE;22
0830053G;LYCEE GENERAL ET TECHNOLOGIQUE DUMONT D URVILLE;21
0590112B;LYCEE GENERAL ET TECHNOLOGIQUE DUPLEIX;43
0590112B;LYCEE GENERAL ET TECHNOLOGIQUE DUPLEIX;50
0590112B;LYCEE GENERAL ET TECHNOLOGIQUE DUPLEIX;40
0590112B;LYCEE GENERAL ET TECHNOLOGIQUE DUPLEIX;37
0560025Y;LYCEE GENERAL ET TECHNOLOGIQUE DUPUY DE LOME;35
0560025Y;LYCEE GENERAL ET TECHNOLOGIQUE DUPUY DE LOME;32
0560025Y;LYCEE GENERAL ET TECHNOLOGIQUE DUPUY DE LOME;37
0560025Y;LYCEE GENERAL ET TECHNOLOGIQUE DUPUY DE LOME;30
0450042B;LYCEE GENERAL ET TECHNOLOGIQUE DURZY;18
0450042B;LYCEE GENERAL ET TECHNOLOGIQUE DURZY;15
0450042B;LYCEE GENERAL ET TECHNOLOGIQUE DURZY;17
0450042B;LYCEE GENERAL ET TECHNOLOGIQUE DURZY;27
0010014K;LYCEE GENERAL ET TECHNOLOGIQUE EDGAR QUINET;40
0010014K;LYCEE GENERAL ET TECHNOLOGIQUE EDGAR QUINET;37
0010014K;LYCEE GENERAL ET TECHNOLOGIQUE EDGAR QUINET;33
0520844K;LYCEE GENERAL ET TECHNOLOGIQUE EDME BOUCHARDON;30
0520844K;LYCEE GENERAL ET TECHNOLOGIQUE EDME BOUCHARDON;34
0520844K;LYCEE GENERAL ET TECHNOLOGIQUE EDME BOUCHARDON;25
0590065A;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND LABBE;49
0590065A;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND LABBE;38
0590065A;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND LABBE;37
0590065A;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND LABBE;47
0911961M;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND MICHELET;22
0911961M;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND MICHELET;32
0911961M;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND MICHELET;23
0911961M;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND MICHELET;16
0190032G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND PERRIER;28
0190032G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND PERRIER;29
0190032G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND PERRIER;20
0190032G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND PERRIER;34
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;31
0101016A;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT;24
0101016A;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT;22
0101016A;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT;28
0101016A;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT;35
0332744D;LYCEE GENERAL ET TECHNOLOGIQUE ELIE FAURE;27
0332744D;LYCEE GENERAL ET TECHNOLOGIQUE ELIE FAURE;23
0332744D;LYCEE GENERAL ET TECHNOLOGIQUE ELIE FAURE;26
0332744D;LYCEE GENERAL ET TECHNOLOGIQUE ELIE FAURE;21
0160010Z;LYCEE GENERAL ET TECHNOLOGIQUE ELIE VINET;49
0160010Z;LYCEE GENERAL ET TECHNOLOGIQUE ELIE VINET;37
0160010Z;LYCEE GENERAL ET TECHNOLOGIQUE ELIE VINET;24
0750692V;LYCEE GENERAL ET TECHNOLOGIQUE EMILE DUBOIS;24
0750692V;LYCEE GENERAL ET TECHNOLOGIQUE EMILE DUBOIS;23
0750692V;LYCEE GENERAL ET TECHNOLOGIQUE EMILE DUBOIS;20
0750692V;LYCEE GENERAL ET TECHNOLOGIQUE EMILE DUBOIS;28
500002,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE LITTRE;23
500002,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE LITTRE;20
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;24
0280015P;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;38
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;33
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;22
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;30
0280015P;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;11
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;39
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;31
0280015P;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;22
0280015P;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;33
0920135X;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;42
0492089E;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;21
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;41
0920135X;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;46
0920135X;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;35
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;28
0492089E;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;26
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;36
0492089E;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;20
0492089E;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;23
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;44
0920135X;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;39
0450040Z;LYCEE GENERAL ET TECHNOLOGIQUE EN FORET;33
0450040Z;LYCEE GENERAL ET TECHNOLOGIQUE EN FORET;35
0450040Z;LYCEE GENERAL ET TECHNOLOGIQUE EN FORET;37
0450040Z;LYCEE GENERAL ET TECHNOLOGIQUE EN FORET;28
0680149T;LYCEE GENERAL ET TECHNOLOGIQUE EPISCOPAL SAINT ANDRE;44
0680149T;LYCEE GENERAL ET TECHNOLOGIQUE EPISCOPAL SAINT ANDRE;29
0680149T;LYCEE GENERAL ET TECHNOLOGIQUE EPISCOPAL SAINT ANDRE;33
0680149T;LYCEE GENERAL ET TECHNOLOGIQUE EPISCOPAL SAINT ANDRE;32
0540034U;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST BICHAT;31
0540034U;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST BICHAT;35
0540034U;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST BICHAT;27
0540034U;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST BICHAT;30
0790029C;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST PEROCHON;27
0790029C;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST PEROCHON;30
0790029C;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST PEROCHON;32
0220057T;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST RENAN;26
0220057T;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST RENAN;29
0220057T;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST RENAN;23
0420046X;LYCEE GENERAL ET TECHNOLOGIQUE ETIENNE MIMARD;27
0420046X;LYCEE GENERAL ET TECHNOLOGIQUE ETIENNE MIMARD;29
0420046X;LYCEE GENERAL ET TECHNOLOGIQUE ETIENNE MIMARD;25
0420046X;LYCEE GENERAL ET TECHNOLOGIQUE ETIENNE MIMARD;31
0940116R;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE DELACROIX;48
0940116R;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE DELACROIX;38
0940116R;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE DELACROIX;49
0940116R;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE DELACROIX;46
0220060W;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE FREYSSINET;29
0220060W;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE FREYSSINET;27
0220060W;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE FREYSSINET;18
0220060W;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE FREYSSINET;21
0230002C;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE JAMOT;18
0230002C;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE JAMOT;37
0230002C;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE JAMOT;30
0230002C;LYCEE GENERAL ET TECHNOLOGIQUE EUGENE JAMOT;27
9740597,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE DE PARNY;32
9740597,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE DE PARNY;31
9740597,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE DE PARNY;39
9740597,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE DE PARNY;35
0782924E;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE GALOIS;34
0782924E;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE GALOIS;30
0782924E;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE GALOIS;29
0782924E;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE GALOIS;36
0100015M;LYCEE GENERAL ET TECHNOLOGIQUE F ET I JOLIOT CURIE;18
0100015M;LYCEE GENERAL ET TECHNOLOGIQUE F ET I JOLIOT CURIE;32
0100015M;LYCEE GENERAL ET TECHNOLOGIQUE F ET I JOLIOT CURIE;25
