UAI;Nom_lycee;taux_poursuite_etude
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;58
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;53
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;40
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;22
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;57
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;46
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;52
0711755X;LYCEE POLYVALENT PRIVE DU SACRE COEUR;48
0711896A;A COMPLETER;55
0711896A;LYCEE POLYVALENT SAINT CHARLES;55
0711896A;LYCEE POLYVALENT SAINT CHARLES;33
0711896A;A COMPLETER;33
0711896A;A COMPLETER;72
0711896A;LYCEE POLYVALENT SAINT CHARLES;72
0711896A;LYCEE POLYVALENT SAINT CHARLES;44
0711896A;A COMPLETER;44
0711896A;LYCEE POLYVALENT SAINT CHARLES;73
0711896A;A COMPLETER;73
0711896A;LYCEE POLYVALENT SAINT CHARLES;37
0711896A;A COMPLETER;37
0711896A;A COMPLETER;25
0711896A;LYCEE POLYVALENT SAINT CHARLES;25
0711896A;A COMPLETER;49
0711896A;LYCEE POLYVALENT SAINT CHARLES;49
0711896A;LYCEE POLYVALENT SAINT CHARLES;77
0711896A;A COMPLETER;77
0711896A;A COMPLETER;62
0711896A;LYCEE POLYVALENT SAINT CHARLES;62
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;82
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;82
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;61
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;50
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;50
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;61
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;59
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;29
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;29
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;71
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;71
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;64
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;64
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;60
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;60
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;62
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;62
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;59
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;25
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;25
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;58
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;58
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;45
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;50
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;44
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;54
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;39
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;38
0720013Y;LYCEE PROFESSIONNEL MARECHAL LECLERC DE HAUTECLOCQUE;40
0720017C;LYCEE POLYVALENT ROBERT GARNIER;66
0720017C;LYCEE POLYVALENT ROBERT GARNIER;32
0720017C;LYCEE POLYVALENT ROBERT GARNIER;65
0720017C;LYCEE POLYVALENT ROBERT GARNIER;54
0720017C;LYCEE POLYVALENT ROBERT GARNIER;36
0720017C;LYCEE POLYVALENT ROBERT GARNIER;34
0720017C;LYCEE POLYVALENT ROBERT GARNIER;62
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;29
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;30
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;54
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;56
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;52
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;27
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;33
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;31
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;53
0720021G;LYCEE POLYVALENT D ESTOURNELLES DE CONSTANT;51
0720027N;LYCEE POLYVALENT PERSEIGNE;41
0720027N;LYCEE POLYVALENT PERSEIGNE;54
0720027N;LYCEE POLYVALENT PERSEIGNE;53
0720027N;LYCEE POLYVALENT PERSEIGNE;69
0720027N;LYCEE POLYVALENT PERSEIGNE;43
0720027N;LYCEE POLYVALENT PERSEIGNE;29
0720027N;LYCEE POLYVALENT PERSEIGNE;37
0720027N;LYCEE POLYVALENT PERSEIGNE;45
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;71
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;71
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;71
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;66
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;66
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;66
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;65
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;65
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;65
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;69
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;69
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;69
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;35
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;35
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;35
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;64
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;64
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;64
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;43
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;43
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;43
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;63
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;63
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;63
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;61
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;61
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS;32
0720033V;LPO GABRIEL TOUCHARD WASHINGTON LYC MET DE LA PROTHESE DENTAIRE LYC MET DU MANAGEMENT ET DE LA GESTI;32
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;32
0720033V;LYCEE POLYVALENT GABRIEL TOUCHARD WASHINGTON LYCEE DES METIERS DE LA PROTHESE DENTAIRE LYCEE DES MET;61
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;52
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;52
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;21
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;21
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;9
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;48
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;48
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;9
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;29
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;29
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;10
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;10
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;54
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;53
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;53
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;54
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;55
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;55
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;8
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;46
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;8
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;20
0720034W;LYCEE PROFESSIONEL FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES;20
0720034W;LP FUNAY HELENE BOUCHER LYC MET DU BATIMENT DE L HOTELLERIE RESTAURATION LYC MET DES SERVICES A LA P;46
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;70
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;70
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;70
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;19
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;60
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;60
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;60
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;19
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;19
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;64
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;64
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;68
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;64
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;68
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;68
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;20
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;20
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;20
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;24
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;63
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;63
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;63
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;24
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;24
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;21
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;21
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;21
0720048L;LYCEE POLYVALENT RAPHAÃL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE;62
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE DE L EBENISTERIE DE ;62
0720048L;LYCEE POLYVALENT RAPHAEL ELIZE;62
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;61
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;61
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;61
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;61
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;75
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;75
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;75
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;75
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;65
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;65
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;65
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;65
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;67
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;67
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;67
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;67
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;31
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;31
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;31
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;31
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;72
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;72
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;72
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;72
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;26
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;26
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;26
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;26
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;63
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;63
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;63
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;42
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;42
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;42
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;42
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;63
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;35
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;55
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;55
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;55
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;55
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;35
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;35
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;35
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;39
0720822C;CAMPUS DES METIERS STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERIE CO;64
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;64
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;64
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;64
0720822C;LYCEE POLYVALENT PRIVE SAINTE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION ET BOULANGERIE PAT;39
0720822C;LPO PRIVE SAINTE CATHERINE LYC MET DE L HOTELLERIE RESTAURATION ET DE LA BOULANGERIE PATISSERIE LYC ;39
0720822C;LYCEE POLYVALENT PRIVE STE CATHERINE LYCEE DES METIERS HOTELLERIE RESTAURATION BOULANGERIE PATISSERI;39
720825,00 F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;52
720825,00 F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;50
720825,00 F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;46
720825,00 F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;55
720825,00 F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;53
720825,00 F;LYCEE PROFESSIONNEL PRIVE JOSEPH ROUSSEL;51
0720837U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;51
0720837U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;55
0720837U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;27
0720837U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;43
0720843A;LYCEE POLYVALENT PRIVE SAINTE ANNE;75
0720843A;LYCEE POLYVALENT PRIVE SAINTE ANNE;70
0720843A;LYCEE POLYVALENT PRIVE SAINTE ANNE;76
0721094Y;LYCEE POLYVALENT LE MANS SUD;39
0721094Y;LYCEE POLYVALENT LE MANS SUD;46
0721094Y;LYCEE POLYVALENT LE MANS SUD;38
0721094Y;LYCEE POLYVALENT LE MANS SUD;64
0721094Y;LYCEE POLYVALENT LE MANS SUD;48
0721094Y;LYCEE POLYVALENT LE MANS SUD;56
0721094Y;LYCEE POLYVALENT LE MANS SUD;59
0721094Y;LYCEE POLYVALENT LE MANS SUD;33
0721094Y;LYCEE POLYVALENT LE MANS SUD;66
0721094Y;LYCEE POLYVALENT LE MANS SUD;42
0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;22
0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;18
0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;38
0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;34
0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;17
0721301Y;LYCEE PROFESSIONNEL JEAN RONDEAU LYCEE DES METIERS DE LA LOGISTIQUE ET DU TRANSPORT;44
