UAI;Nom_lycee;taux_de_reussite
0750783U;LYCEE PROFESSIONNEL CHENNEVIERE MALEZIEUX;81
0830661T;LYCEE PROFESSIONNEL CLARET LYCEE DES METIERS DU TERTIAIRE;85
0830661T;LYCEE PROFESSIONNEL CLARET LYCEE DES METIERS DU TERTIAIRE;78
0830661T;LYCEE PROFESSIONNEL CLARET LYCEE DES METIERS DU TERTIAIRE;80
0830661T;LYCEE PROFESSIONNEL CLARET LYCEE DES METIERS DU TERTIAIRE;90
0750436S;LYCEE PROFESSIONNEL CLAUDE ANTHIME CORBON LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D E;88
0750436S;LYCEE PROFESSIONNEL CLAUDE ANTHIME CORBON LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D E;93
0750436S;LYCEE PROFESSIONNEL CLAUDE ANTHIME CORBON LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D E;86
0750436S;LYCEE PROFESSIONNEL CLAUDE ANTHIME CORBON LYCEE DES METIERS DE LA COMMUNICATION ET DE LA GESTION D E;71
0921626T;LYCEE PROFESSIONNEL CLAUDE CHAPPE;85
0921626T;LYCEE PROFESSIONNEL CLAUDE CHAPPE;90
0921626T;LYCEE PROFESSIONNEL CLAUDE CHAPPE;72
0921626T;LYCEE PROFESSIONNEL CLAUDE CHAPPE;81
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;87
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;68
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;69
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE;71
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;68
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;71
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;69
0720003M;LYCEE PROFESSIONNEL CLAUDE CHAPPE LYCEE DES METIERS DE LA MAINTENANCE DE L ELECTROTECHNIQUE ET DES S;87
0420078G;LYCEE PROFESSIONNEL CLAUDE LEBOIS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;85
0420078G;LYCEE PROFESSIONNEL CLAUDE LEBOIS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;81
0420078G;LYCEE PROFESSIONNEL CLAUDE LEBOIS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;80
0420078G;LYCEE PROFESSIONNEL CLAUDE LEBOIS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;86
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;89
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;93
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;87
0761322Z;LYCEE PROFESSIONNEL CLAUDE MONET;74
0930136T;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX;79
0930136T;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX;90
0930136T;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX;73
0941724N;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX EBTP;92
0941724N;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX EBTP;100
0941724N;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX EBTP;97
0930136T;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECORATIO;73
0930136T;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECORATIO;79
0930136T;LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECORATIO;90
0711384U;LYCEE PROFESSIONNEL CLAUDIE HAIGNERE;68
0711384U;LYCEE PROFESSIONNEL CLAUDIE HAIGNERE;78
0711384U;LYCEE PROFESSIONNEL CLAUDIE HAIGNERE;75
0711384U;LYCEE PROFESSIONNEL CLAUDIE HAIGNERE;81
0320030J;LYCEE PROFESSIONNEL CLEMENT ADER LYCEE DES METIERS DE L ELECTROTECHNIQUE DE LA MAINTENANCE ET DE L U;91
0320030J;LYCEE PROFESSIONNEL CLEMENT ADER LYCEE DES METIERS DE L ELECTROTECHNIQUE DE LA MAINTENANCE ET DE L U;83
0320030J;LYCEE PROFESSIONNEL CLEMENT ADER LYCEE DES METIERS DE L ELECTROTECHNIQUE DE LA MAINTENANCE ET DE L U;95
460051,00 F;LYCEE PROFESSIONNEL CLEMENT MAROT LYCEE DES METIERS DU TERTIAIRE ET DU SOCIAL;81
460051,00 F;LYCEE PROFESSIONNEL CLEMENT MAROT LYCEE DES METIERS DU TERTIAIRE ET DU SOCIAL;95
460051,00 F;LYCEE PROFESSIONNEL CLEMENT MAROT LYCEE DES METIERS DU TERTIAIRE ET DU SOCIAL;91
460051,00 F;LYCEE PROFESSIONNEL CLEMENT MAROT LYCEE DES METIERS DU TERTIAIRE ET DU SOCIAL;85
0351878B;LYCEE PROFESSIONNEL COETLOGON;83
0351878B;LYCEE PROFESSIONNEL COETLOGON;80
0351878B;LYCEE PROFESSIONNEL COETLOGON;78
0351878B;LYCEE PROFESSIONNEL COETLOGON;79
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;74
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;94
0020052W;LYCEE PROFESSIONNEL COLARD NOÃL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;78
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;78
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;94
0020052W;LYCEE PROFESSIONNEL COLARD NOEL LYCEE DES METIERS DU BATIMENT ET DE L HOTELLERIE;74
0130071G;LYCEE PROFESSIONNEL COLBERT;85
0130071G;LYCEE PROFESSIONNEL COLBERT;90
0130071G;LYCEE PROFESSIONNEL COLBERT;87
0130071G;LYCEE PROFESSIONNEL COLBERT;75
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;72
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;91
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;66
0760087G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DE LA PLASTURGIE ET DE LA FONDERIE;74
0130071G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PERSONNE;90
0130071G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PERSONNE;87
0130071G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PERSONNE;75
0130071G;LYCEE PROFESSIONNEL COLBERT LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PERSONNE;85
0250014E;LYCEE PROFESSIONNEL CONDE LYCEE DES METIERS DES SERVICES ET SOINS A LA PERSONNE ET DE L HOTELLERIE R;92
0250014E;LYCEE PROFESSIONNEL CONDE LYCEE DES METIERS DES SERVICES ET SOINS A LA PERSONNE ET DE L HOTELLERIE R;93
0250014E;LYCEE PROFESSIONNEL CONDE LYCEE DES METIERS DES SERVICES ET SOINS A LA PERSONNE ET DE L HOTELLERIE R;88
0930130L;LYCEE PROFESSIONNEL CONDORCET;90
0930130L;LYCEE PROFESSIONNEL CONDORCET;86
0930130L;LYCEE PROFESSIONNEL CONDORCET;77
0930130L;LYCEE PROFESSIONNEL CONDORCET;83
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;70
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;77
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;83
0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;81
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS CONDORCET ARCACHON;88
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS CONDORCET ARCACHON;90
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS CONDORCET ARCACHON;93
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS CONDORCET ARCACHON;81
0930130L;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS DU TRAITEMENT DE SURFACE DES MATERIAUX LYCEE DES MET;83
0930130L;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS DU TRAITEMENT DE SURFACE DES MATERIAUX LYCEE DES MET;77
0930130L;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS DU TRAITEMENT DE SURFACE DES MATERIAUX LYCEE DES MET;90
0930130L;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS DU TRAITEMENT DE SURFACE DES MATERIAUX LYCEE DES MET;86
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS HOTELLERIE TOURISMES SERVICES;90
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS HOTELLERIE TOURISMES SERVICES;93
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS HOTELLERIE TOURISMES SERVICES;81
332194,00 F;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS HOTELLERIE TOURISMES SERVICES;88
0750787Y;LYCEE PROFESSIONNEL CORVISART ARTS GRAPHIQUES;93
0750787Y;LYCEE PROFESSIONNEL CORVISART ARTS GRAPHIQUES;90
0750787Y;LYCEE PROFESSIONNEL CORVISART ARTS GRAPHIQUES;84
0750787Y;LYCEE PROFESSIONNEL CORVISART ARTS GRAPHIQUES;94
0370888P;LYCEE PROFESSIONNEL D ARSONVAL LYCEE DES METIERS D ART DE L AMENAGEMENT DE L ESPACE ET DE LA COMMUNI;89
0370888P;LYCEE PROFESSIONNEL D ARSONVAL LYCEE DES METIERS D ART DE L AMENAGEMENT DE L ESPACE ET DE LA COMMUNI;92
0370888P;LYCEE PROFESSIONNEL D ARSONVAL LYCEE DES METIERS D ART DE L AMENAGEMENT DE L ESPACE ET DE LA COMMUNI;99
0020051V;LYCEE PROFESSIONNEL D ART LYCEE DES METIERS;83
0020051V;LYCEE PROFESSIONNEL D ART LYCEE DES METIERS;100
0921595J;LYCEE PROFESSIONNEL DANIEL BALAVOINE;73
0921595J;LYCEE PROFESSIONNEL DANIEL BALAVOINE;77
0921595J;LYCEE PROFESSIONNEL DANIEL BALAVOINE;71
0921595J;LYCEE PROFESSIONNEL DANIEL BALAVOINE;84
9710981P;LYCEE PROFESSIONNEL DANIELLA JEFFRY;92
9710981P;LYCEE PROFESSIONNEL DANIELLA JEFFRY;65
9710981P;LYCEE PROFESSIONNEL DANIELLA JEFFRY;66
9710981P;LYCEE PROFESSIONNEL DANIELLA JEFFRY;71
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS DU CUIR ET DES SERVICES;80
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS DU CUIR ET DES SERVICES;78
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS DU CUIR ET DES SERVICES;81
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS DU CUIR ET DES SERVICES;60
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;80
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;78
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;81
0690018V;LYCEE PROFESSIONNEL DANIELLE CASANOVA LYCEE DES METIERS RESEAU TEXTILE MODE CUIR;60
0540032S;LYCEE PROFESSIONNEL DARCHE;87
0540032S;LYCEE PROFESSIONNEL DARCHE;95
0540032S;LYCEE PROFESSIONNEL DARCHE;91
0540032S;LYCEE PROFESSIONNEL DARCHE;84
9760363R;LYCEE PROFESSIONNEL DE BANDRELE;63
9760363R;LYCEE PROFESSIONNEL DE BANDRELE;92
9760363R;LYCEE PROFESSIONNEL DE BANDRELE;74
9760363R;LYCEE PROFESSIONNEL DE BANDRELE;58
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE;55
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE;87
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE;58
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE;69
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE LYCEES DES METIERS;69
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE LYCEES DES METIERS;58
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE LYCEES DES METIERS;87
9760220K;LYCEE PROFESSIONNEL DE DZOUMOGNE LYCEES DES METIERS;55
9760125G;LYCEE PROFESSIONNEL DE KAHANI;61
9760125G;LYCEE PROFESSIONNEL DE KAHANI;58
9760125G;LYCEE PROFESSIONNEL DE KAHANI;95
9760125G;LYCEE PROFESSIONNEL DE KAHANI;74
9760163Y;LYCEE PROFESSIONNEL DE KAWENI;84
9760163Y;LYCEE PROFESSIONNEL DE KAWENI;85
9760163Y;LYCEE PROFESSIONNEL DE KAWENI;97
9760163Y;LYCEE PROFESSIONNEL DE KAWENI;80
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN;76
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN;71
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN;92
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN;72
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN LYCEE DES METIERS DU BATIMENT;76
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN LYCEE DES METIERS DU BATIMENT;71
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN LYCEE DES METIERS DU BATIMENT;92
0800013E;LYCEE PROFESSIONNEL DE L ACHEULEEN LYCEE DES METIERS DU BATIMENT;72
0020051V;LYCEE PROFESSIONNEL DE L AMEUBLEMENT LYCEE DES METIERS;100
0020051V;LYCEE PROFESSIONNEL DE L AMEUBLEMENT LYCEE DES METIERS;83
0020051V;LYCEE PROFESSIONNEL DE L AMEUBLEMENT LYCEE DES METIERS DE L AMEUBLEMENT;100
0020051V;LYCEE PROFESSIONNEL DE L AMEUBLEMENT LYCEE DES METIERS DE L AMEUBLEMENT;83
0650014M;LYCEE PROFESSIONNEL DE L ARROUZA;82
0650014M;LYCEE PROFESSIONNEL DE L ARROUZA;95
0650014M;LYCEE PROFESSIONNEL DE L ARROUZA;87
0650014M;LYCEE PROFESSIONNEL DE L ARROUZA LYCEE DES METIERS DE L HOTELLERIE RESTAURATION DU COMMERCE ET DU WE;95
0650014M;LYCEE PROFESSIONNEL DE L ARROUZA LYCEE DES METIERS DE L HOTELLERIE RESTAURATION DU COMMERCE ET DU WE;82
0650014M;LYCEE PROFESSIONNEL DE L ARROUZA LYCEE DES METIERS DE L HOTELLERIE RESTAURATION DU COMMERCE ET DU WE;87
0171571R;LYCEE PROFESSIONNEL DE L ATLANTIQUE LYCEE DES METIERS DU BATIMENT DE L HOTELLERIE ET DES SERVICES;92
0171571R;LYCEE PROFESSIONNEL DE L ATLANTIQUE LYCEE DES METIERS DU BATIMENT DE L HOTELLERIE ET DES SERVICES;87
0171571R;LYCEE PROFESSIONNEL DE L ATLANTIQUE LYCEE DES METIERS DU BATIMENT DE L HOTELLERIE ET DES SERVICES;85
0171571R;LYCEE PROFESSIONNEL DE L ATLANTIQUE LYCEE DES METIERS DU BATIMENT DE L HOTELLERIE ET DES SERVICES;84
0800065L;LYCEE PROFESSIONNEL DE L AUTHIE LYCEE DES METIERS;68
0332781U;LYCEE PROFESSIONNEL DE L ESTUAIRE;86
0332781U;LYCEE PROFESSIONNEL DE L ESTUAIRE;96
0332781U;LYCEE PROFESSIONNEL DE L ESTUAIRE;92
0332781U;LYCEE PROFESSIONNEL DE L ESTUAIRE;70
9740737H;LYCEE PROFESSIONNEL DE L HORIZON;86
9740737H;LYCEE PROFESSIONNEL DE L HORIZON;95
9740737H;LYCEE PROFESSIONNEL DE L HORIZON;81
9740737H;LYCEE PROFESSIONNEL DE L HORIZON;85
0595856V;LYCEE PROFESSIONNEL DE L YSER;82
0595856V;LYCEE PROFESSIONNEL DE L YSER;93
0595856V;LYCEE PROFESSIONNEL DE L YSER;100
0601845E;LYCEE PROFESSIONNEL DE LA FORET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;79
0601845E;LYCEE PROFESSIONNEL DE LA FORET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;89
0601845E;LYCEE PROFESSIONNEL DE LA FORET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;78
0601845E;LYCEE PROFESSIONNEL DE LA FORET LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;84
0490013Y;LYCEE PROFESSIONNEL DE NARCE;81
0490013Y;LYCEE PROFESSIONNEL DE NARCE;91
0490013Y;LYCEE PROFESSIONNEL DE NARCE;90
0490013Y;LYCEE PROFESSIONNEL DE NARCE;85
0490013Y;LYCEE PROFESSIONNEL DE NARCE LYCEE DES METIERS DES TRAVAUX PUBLICS DE LA MAINTENANCE DES VEHICULES (;85
0490013Y;LYCEE PROFESSIONNEL DE NARCE LYCEE DES METIERS DES TRAVAUX PUBLICS DE LA MAINTENANCE DES VEHICULES (;81
0490013Y;LYCEE PROFESSIONNEL DE NARCE LYCEE DES METIERS DES TRAVAUX PUBLICS DE LA MAINTENANCE DES VEHICULES (;91
0490013Y;LYCEE PROFESSIONNEL DE NARCE LYCEE DES METIERS DES TRAVAUX PUBLICS DE LA MAINTENANCE DES VEHICULES (;90
0290130J;LYCEE PROFESSIONNEL DE PLEYBEN LYCEE DES METIERS DU BATIMENT ET DE L ECOCONSTRUCTION;81
0290130J;LYCEE PROFESSIONNEL DE PLEYBEN LYCEE DES METIERS DU BATIMENT ET DE L ECOCONSTRUCTION;87
0290130J;LYCEE PROFESSIONNEL DE PLEYBEN LYCEE DES METIERS DU BATIMENT ET DE L ECOCONSTRUCTION;93
0290130J;LYCEE PROFESSIONNEL DE PLEYBEN LYCEE DES METIERS DU BATIMENT ET DE L ECOCONSTRUCTION;86
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE L AUTOMOBILE;82
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE L AUTOMOBILE;100
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE L AUTOMOBILE;65
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE L AUTOMOBILE;87
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE ET CARROSSERIE;87
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE ET CARROSSERIE;65
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE ET CARROSSERIE;100
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE ET CARROSSERIE;82
0920150N;LYCEE PROFESSIONNEL DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITE;85
0920150N;LYCEE PROFESSIONNEL DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITE;78
0920150N;LYCEE PROFESSIONNEL DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITE;72
0920150N;LYCEE PROFESSIONNEL DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITE;71
0100016N;LYCEE PROFESSIONNEL DENIS DIDEROT;75
0100016N;LYCEE PROFESSIONNEL DENIS DIDEROT;86
0100016N;LYCEE PROFESSIONNEL DENIS DIDEROT;95
0100016N;LYCEE PROFESSIONNEL DENIS DIDEROT;85
0900355X;LYCEE PROFESSIONNEL DENIS DIDEROT LYCEE DES METIERS DE L ELECTRICITE DES TECHNOLOGIES NUMERIQUES ET ;80
0900355X;LYCEE PROFESSIONNEL DENIS DIDEROT LYCEE DES METIERS DE L ELECTRICITE DES TECHNOLOGIES NUMERIQUES ET ;87
0900355X;LYCEE PROFESSIONNEL DENIS DIDEROT LYCEE DES METIERS DE L ELECTRICITE DES TECHNOLOGIES NUMERIQUES ET ;85
0900355X;LYCEE PROFESSIONNEL DENIS DIDEROT LYCEE DES METIERS DE L ELECTRICITE DES TECHNOLOGIES NUMERIQUES ET ;84
0930128J;LYCEE PROFESSIONNEL DENIS PAPIN;61
0930128J;LYCEE PROFESSIONNEL DENIS PAPIN;78
0930128J;LYCEE PROFESSIONNEL DENIS PAPIN;75
0930128J;LYCEE PROFESSIONNEL DENIS PAPIN;79
0410036S;LYCEE PROFESSIONNEL DENIS PAPIN;60
0410036S;LYCEE PROFESSIONNEL DENIS PAPIN;79
0410036S;LYCEE PROFESSIONNEL DENIS PAPIN;86
0410036S;LYCEE PROFESSIONNEL DENIS PAPIN;88
0762602R;LYCEE PROFESSIONNEL DES 4 CANTONS GRIEU LYCEE DES METIERS DE LA MAINTENANCE ET DE L INFORMATION NUME;90
0762602R;LYCEE PROFESSIONNEL DES 4 CANTONS GRIEU LYCEE DES METIERS DE LA MAINTENANCE ET DE L INFORMATION NUME;84
0762602R;LYCEE PROFESSIONNEL DES 4 CANTONS GRIEU LYCEE DES METIERS DE LA MAINTENANCE ET DE L INFORMATION NUME;94
0762602R;LYCEE PROFESSIONNEL DES 4 CANTONS GRIEU LYCEE DES METIERS DE LA MAINTENANCE ET DE L INFORMATION NUME;87
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS;90
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS;92
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS;81
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS;72
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIVES;90
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIVES;72
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIVES;81
620131,00 F;LYCEE PROFESSIONNEL DES DEUX CAPS LYCEE DES METIERS DES ACTIVITES COMMERCIALES ET ADMINISTRATIVES;92
0400057V;LYCEE PROFESSIONNEL DES GRANDS LACS LYCEE DES METIERS DES GRANDS LACS;92
0400057V;LYCEE PROFESSIONNEL DES GRANDS LACS LYCEE DES METIERS DES GRANDS LACS;82
0400057V;LYCEE PROFESSIONNEL DES GRANDS LACS LYCEE DES METIERS DES GRANDS LACS;78
9710981P;LYCEE PROFESSIONNEL DES ILES DU NORD;66
9710981P;LYCEE PROFESSIONNEL DES ILES DU NORD;71
9710981P;LYCEE PROFESSIONNEL DES ILES DU NORD;92
9710981P;LYCEE PROFESSIONNEL DES ILES DU NORD;65
0330033G;LYCEE PROFESSIONNEL DES MENUTS;79
0330033G;LYCEE PROFESSIONNEL DES MENUTS;68
0330033G;LYCEE PROFESSIONNEL DES MENUTS;81
0940137N;LYCEE PROFESSIONNEL DES METIERS LA SOURCE;87
0940137N;LYCEE PROFESSIONNEL DES METIERS LA SOURCE;89
0940137N;LYCEE PROFESSIONNEL DES METIERS LA SOURCE;81
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE;88
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE;85
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE;87
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE;77
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES ET DES MA;85
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES ET DES MA;87
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES ET DES MA;88
0590102R;LYCEE PROFESSIONNEL DES MONTS DE FLANDRE LYCEE DES METIERS DE LA MAINTENANCE DES VEHICULES ET DES MA;77
0594652L;LYCEE PROFESSIONNEL DES PLAINES DU NORD;47
0594652L;LYCEE PROFESSIONNEL DES PLAINES DU NORD;55
0594652L;LYCEE PROFESSIONNEL DES PLAINES DU NORD;63
0594652L;LYCEE PROFESSIONNEL DES PLAINES DU NORD;77
0440541Z;LYCEE PROFESSIONNEL DES TROIS RIVIERES;87
0440541Z;LYCEE PROFESSIONNEL DES TROIS RIVIERES;84
0440541Z;LYCEE PROFESSIONNEL DES TROIS RIVIERES;96
0440541Z;LYCEE PROFESSIONNEL DES TROIS RIVIERES;86
0630061Z;LYCEE PROFESSIONNEL DESAIX;75
0630061Z;LYCEE PROFESSIONNEL DESAIX;76
0630061Z;LYCEE PROFESSIONNEL DESAIX;88
0630061Z;LYCEE PROFESSIONNEL DESAIX;77
0760036B;LYCEE PROFESSIONNEL DESCARTES;80
0760036B;LYCEE PROFESSIONNEL DESCARTES;91
0760036B;LYCEE PROFESSIONNEL DESCARTES;85
0760036B;LYCEE PROFESSIONNEL DESCARTES;81
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;73
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;77
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;86
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU RESEAU TEXTILE MODE CUIR;74
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU TEXTILE DE L HABILLEMENT ET DE LA MAINTENANCE INDUS;74
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU TEXTILE DE L HABILLEMENT ET DE LA MAINTENANCE INDUS;77
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU TEXTILE DE L HABILLEMENT ET DE LA MAINTENANCE INDUS;73
0690048C;LYCEE PROFESSIONNEL DIDEROT LYCEE DES METIERS DU TEXTILE DE L HABILLEMENT ET DE LA MAINTENANCE INDUS;86
9720429J;LYCEE PROFESSIONNEL DILLON;68
9720429J;LYCEE PROFESSIONNEL DILLON;91
