Année;UAI;Libellé;Région;Niveau formation;Taux interruption formation;Taux poursuite études;Taux emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois
cumul 2020-2021;0160049S;Lycée professionnel Jean Rostand - Lycée des métiers de la mode et des services;NOUVELLE-AQUITAINE;CAP;37.0;47.0;18.0;28.0;33.0;41.0
cumul 2020-2021;0160792Z;Lycée professionnel Sillac - Lycée des métiers de l'habitat, du bâtiment et de la topographie;NOUVELLE-AQUITAINE;MC5;;;;;;
cumul 2020-2021;0550004F;Lycée professionnel Ligier Richier;GRAND EST;BAC PRO;33.0;64.0;42.0;50.0;53.0;53.0
cumul 2020-2021;0170020E;Lycée polyvalent Emile Combes - Lycée des métiers de l'éco-construction et des services de l'environnement;NOUVELLE-AQUITAINE;CAP;32.0;39.0;27.0;41.0;45.0;45.0
cumul 2020-2021;0170070J;Lycée Polyvalent du Pays d'Aunis - Lycée des métiers du bois;NOUVELLE-AQUITAINE;CAP;22.0;55.0;21.0;40.0;36.0;47.0
cumul 2020-2021;0171238D;Lycée professionnel Rompsay;NOUVELLE-AQUITAINE;CAP;29.0;57.0;;;;
cumul 2020-2021;0550700M;Lycée professionnel privé Notre Dame des Vertus;GRAND EST;MC5;;;;;;
cumul 2020-2021;0171405K;Lycée Polyvalent Hôtelier du Parc de la Francophonie;NOUVELLE-AQUITAINE;MC5;4.0;7.0;63.0;92.0;69.0;87.0
cumul 2020-2021;0560038M;Lycée général et technologique Joseph Loth;BRETAGNE;BTS;32.0;50.0;62.0;73.0;70.0;80.0
cumul 2020-2021;0560039N;Lycée professionnel du Blavet - Lycée des métiers du bâtiment et du confort de l'habitat;BRETAGNE;CAP;33.0;46.0;67.0;74.0;74.0;74.0
cumul 2020-2021;0560070X;Lycée professionnel Emile Zola - Lycée des métiers de la communication visuelle;BRETAGNE;BAC PRO;19.0;62.0;30.0;44.0;46.0;56.0
cumul 2020-2021;0190012K;Lycée Polyvalent Simone Veil;NOUVELLE-AQUITAINE;BAC PRO;52.0;43.0;33.0;45.0;43.0;54.0
cumul 2020-2021;0560182U;Lycée polyvalent Jeanne d'Arc-Saint Ivy - Lycée des métiers de l'hôtellerie et du tourisme;BRETAGNE;BAC PRO;25.0;71.0;49.0;59.0;53.0;57.0
cumul 2020-2021;0190034J;Lycée professionnel René Cassin;NOUVELLE-AQUITAINE;CAP;39.0;52.0;22.0;30.0;35.0;17.0
cumul 2020-2021;0561627P;Lycée général et technologique Charles de Gaulle;BRETAGNE;BTS;30.0;33.0;59.0;71.0;71.0;74.0
cumul 2020-2021;0570077Z;Lycée professionnel Maryse Bastié;GRAND EST;BAC PRO;41.0;48.0;40.0;47.0;45.0;42.0
cumul 2020-2021;0210017E;Lycée général et technologique Montchapet;BOURGOGNE-FRANCHE-COMTE;BTS;33.0;46.0;54.0;61.0;57.0;55.0
cumul 2020-2021;0570279U;Lycée professionnel privé La Providence;GRAND EST;CAP;23.0;78.0;24.0;36.0;48.0;60.0
cumul 2020-2021;0211089V;Lycée polyvalent Saint Joseph - La salle;BOURGOGNE-FRANCHE-COMTE;BAC PRO;32.0;76.0;49.0;57.0;53.0;63.0
cumul 2020-2021;0572101Z;Lycée professionnel privé Saint André - Lycée des métiers de l'optique;GRAND EST;MC5;42.0;14.0;56.0;69.0;66.0;66.0
cumul 2020-2021;0220064A;Lycée professionnel hotelier La Closerie;BRETAGNE;BTS;9.0;33.0;;;;
cumul 2020-2021;0220186H;Lycée professionnel Rosa Parks - Lycée des métiers des services à la personne et de la sécurité;BRETAGNE;BP;;;;;;
cumul 2020-2021;0590015W;Lycée professionnel Pierre et Marie Curie;HAUTS-DE-FRANCE;MC4;;;;;;
cumul 2020-2021;0590042A;Lycée polyvalent Camille Desmoulins;HAUTS-DE-FRANCE;CAP;30.0;42.0;;;;
cumul 2020-2021;0221595P;Lycée professionnel La Fontaine des Eaux - Lycée des métiers de la gestion énergétique des bâtiments;BRETAGNE;BAC PRO;25.0;57.0;37.0;49.0;51.0;61.0
cumul 2020-2021;0221866J;Lycée professionnel privé Kersa La Salle;BRETAGNE;BAC PRO;23.0;51.0;30.0;54.0;52.0;56.0
cumul 2020-2021;0230002C;Lycée général et technologique Eugène Jamot;NOUVELLE-AQUITAINE;BTS;27.0;32.0;19.0;48.0;43.0;33.0
cumul 2020-2021;0590144L;Lycée professionnel Automobile Alfred Mongy - Lycée des Métiers de la maintenance des véhicules;HAUTS-DE-FRANCE;CAP;55.0;22.0;;;;
cumul 2020-2021;0590187H;Lycée professionnel Louis Loucheur;HAUTS-DE-FRANCE;CAP;51.0;43.0;31.0;38.0;48.0;48.0
cumul 2020-2021;0230027E;Lycée professionnel Louis Gaston Roussillat;NOUVELLE-AQUITAINE;CAP;32.0;45.0;14.0;23.0;41.0;41.0
cumul 2020-2021;0240079F;Lycée général et technologique privé Saint Joseph;NOUVELLE-AQUITAINE;BTS;21.0;62.0;;;;
cumul 2020-2021;0240092V;Lycée professionnel privé Chambre de Commerce et d'Industrie;NOUVELLE-AQUITAINE;BAC PRO;37.0;49.0;30.0;52.0;61.0;50.0
cumul 2020-2021;0590266U;Lycée professionnel César Baggio;HAUTS-DE-FRANCE;BTS;16.0;16.0;70.0;76.0;83.0;85.0
cumul 2020-2021;0250067M;Lycée professionnel Les Huisselets - Lycée des métiers de la sécurité et de la prévention;BOURGOGNE-FRANCHE-COMTE;BAC PRO;27.0;55.0;26.0;36.0;42.0;38.0
cumul 2020-2021;0251035P;Lycée professionnel privé Sainte-Famille;BOURGOGNE-FRANCHE-COMTE;BAC PRO;28.0;46.0;33.0;49.0;41.0;51.0
cumul 2020-2021;0251671F;LPO Edgar Faure - Lycée des métiers de l'horlogerie, de la bijouterie et de la joaillerie;BOURGOGNE-FRANCHE-COMTE;BTS;8.0;29.0;34.0;38.0;34.0;31.0
cumul 2020-2021;0590270Y;Lycée professionnel du Hainaut - Lycée des Métiers de l'Automobile - Lycée des Métiers de la Chaudronnerie;HAUTS-DE-FRANCE;MC4;;;;;;
cumul 2020-2021;0592973L;Lycée professionnel privé Saint François d'Assise;HAUTS-DE-FRANCE;CAP;30.0;75.0;39.0;39.0;46.0;54.0
cumul 2020-2021;0592980U;Lycée polyvalent privé EIC Marie Noël;HAUTS-DE-FRANCE;CAP;31.0;56.0;14.0;25.0;29.0;36.0
cumul 2020-2021;0593136N;Lycée général et technologique privé Saint Jacques;HAUTS-DE-FRANCE;BTS;36.0;39.0;;;;
cumul 2020-2021;0271582Y;Lycée général et technologique Marc Bloch;NORMANDIE;BTS;31.0;21.0;86.0;95.0;86.0;86.0
cumul 2020-2021;0594532F;Lycée professionnel Ambroise Croizat;HAUTS-DE-FRANCE;CAP;43.0;36.0;10.0;18.0;11.0;13.0
cumul 2020-2021;0595856V;Lycée professionnel de L'Yser;HAUTS-DE-FRANCE;BTS;38.0;17.0;30.0;45.0;55.0;75.0
cumul 2020-2021;0290044R;Lycée polyvalent de l'Elorn - Lycée des métiers du bois;BRETAGNE;BAC PRO;21.0;65.0;35.0;55.0;52.0;64.0
cumul 2020-2021;0596957S;Lycée professionnel Aimé Césaire;HAUTS-DE-FRANCE;CAP;46.0;59.0;26.0;24.0;30.0;35.0
cumul 2020-2021;0290092T;Lycée professionnel de Pont-de-Buis - Lycée des métiers de l'automobile;BRETAGNE;BAC PRO;44.0;46.0;50.0;73.0;55.0;59.0
cumul 2020-2021;0600004D;Lycée professionnel Les Jacobins;HAUTS-DE-FRANCE;BAC PRO;28.0;54.0;28.0;41.0;45.0;57.0
cumul 2020-2021;0600016S;Lycée professionnel Mireille Grenet industriel - Lycée des métiers de l'innovation et des services;HAUTS-DE-FRANCE;CAP;31.0;63.0;;;;
cumul 2020-2021;0290186V;Lycée polyvalent privé Le Paraclet - Lycée des métiers de l'hôtellerie, de la restauration et la boulangerie-pâtisserie;BRETAGNE;BAC PRO;33.0;76.0;;;;
cumul 2020-2021;0292139T;Lycée professionnel privé Javouhey;BRETAGNE;BAC PRO;15.0;76.0;55.0;48.0;52.0;58.0
cumul 2020-2021;0300027S;Lycée polyvalent Ernest Hemingway, Lycée des métiers de la mode et design;OCCITANIE;CAP;;;;;;
cumul 2020-2021;0601845E;Lycée professionnel de la Forêt - Lycée des métiers des services aux entreprises;HAUTS-DE-FRANCE;MC4;;32.0;;;;
cumul 2020-2021;0601865B;Lycée général et technologique Condorcet;HAUTS-DE-FRANCE;BTS;43.0;24.0;41.0;59.0;59.0;64.0
cumul 2020-2021;0601897L;Lycée professionnel Jules Verne - Lycée des métiers du génie électrique et des services à la personne;HAUTS-DE-FRANCE;CAP;19.0;46.0;8.0;23.0;26.0;33.0
cumul 2020-2021;0301499S;Lycée polyvalent privé d'Alzon Saint Felix;OCCITANIE;BAC PRO;21.0;48.0;42.0;48.0;48.0;42.0
cumul 2020-2021;0610002W;Lycée polyvalent Navarre Leclerc;NORMANDIE;BTS;12.0;45.0;61.0;67.0;66.0;61.0
cumul 2020-2021;0301654K;Lycée polyvalent Geneviève de Gaulle-Anthonioz, lycée des métiers de la santé et du social;OCCITANIE;BAC PRO;23.0;59.0;21.0;42.0;54.0;60.0
cumul 2020-2021;0610004Y;Lycée professionnel Marcel Mezen - Lycée des métiers de l'automobile et du transport;NORMANDIE;CAP;;;;;;
cumul 2020-2021;0610021S;Lycée polyvalent Jean Guehenno - lycée des métiers des services, de l'industrie et du tertiaire;NORMANDIE;BTS;38.0;30.0;51.0;71.0;62.0;76.0
cumul 2020-2021;0310038Y;Lycée polyvalent Bellevue;OCCITANIE;BAC PRO;51.0;60.0;37.0;40.0;46.0;50.0
cumul 2020-2021;0310040A;Lycée polyvalent Raymond Naves;OCCITANIE;BAC PRO;38.0;62.0;27.0;38.0;45.0;57.0
cumul 2020-2021;0620011A;Lycée Professionnel Jacques Le Caron;HAUTS-DE-FRANCE;CAP;39.0;51.0;34.0;40.0;45.0;49.0
cumul 2020-2021;0620027T;Lycée polyvalent Pablo Picasso;HAUTS-DE-FRANCE;BTS;49.0;17.0;80.0;70.0;70.0;75.0
cumul 2020-2021;0620030W;Lycée professionnel Philippe Auguste;HAUTS-DE-FRANCE;CAP;21.0;26.0;54.0;63.0;62.0;73.0
cumul 2020-2021;0620124Y;Lycée professionnel Bernard Chochoy;HAUTS-DE-FRANCE;BAC PRO;77.0;46.0;49.0;63.0;58.0;72.0
cumul 2020-2021;0312064A;Lycée professionnel privé Myriam;OCCITANIE;CAP;34.0;59.0;32.0;46.0;46.0;43.0
cumul 2020-2021;0312686B;Lycée Polyvalent Saint-Exupéry - Lycée des métiers de la productique et de la maintenance aéronautique;OCCITANIE;BTS;18.0;47.0;46.0;62.0;62.0;65.0
cumul 2020-2021;0620189U;Lycée professionnel Pierre de Coubertin;HAUTS-DE-FRANCE;CAP;38.0;44.0;30.0;28.0;33.0;40.0
cumul 2020-2021;0312746S;Lycee polyvalent Marie Louise Dissard Françoise;OCCITANIE;BAC PRO;25.0;62.0;40.0;45.0;50.0;52.0
cumul 2020-2021;0622114L;Lycée polyvalent privé Saint Paul;HAUTS-DE-FRANCE;BTS;13.0;51.0;42.0;59.0;64.0;66.0
cumul 2020-2021;0320015T;Lycée polyvalent Maréchal Lannes;OCCITANIE;BAC PRO;32.0;75.0;;;;
cumul 2020-2021;0622198C;Lycée polyvalent privé et Campus St Joseph - Lycée des Métiers Energies,Numérique et Automation - Management,Gestion,Communication - Santé,Social;HAUTS-DE-FRANCE;BTS;30.0;48.0;46.0;59.0;60.0;62.0
cumul 2020-2021;0320030J;Lycée professionnel Clément Ader - Lycée des métiers de l'électrotechnique, de la maintenance et de l'usinage;OCCITANIE;CAP;;;;;;
cumul 2020-2021;0622211S;Lycée professionnel privé Saint-Pierre;HAUTS-DE-FRANCE;BAC PRO;36.0;53.0;34.0;48.0;54.0;59.0
cumul 2020-2021;0623981R;Lycée polyvalent Vauban;HAUTS-DE-FRANCE;BTS;19.0;35.0;38.0;50.0;62.0;62.0
cumul 2020-2021;0330142A;Lycée professionnel Tregey Rive de Garonne;NOUVELLE-AQUITAINE;MC4;26.0;26.0;;;;
cumul 2020-2021;0630012W;Lycée professionnel François Rabelais;AUVERGNE-RHONE-ALPES;BAC PRO;14.0;70.0;;;;
cumul 2020-2021;0331502D;Lycée général et technologique privé Saint Joseph de Tivoli;NOUVELLE-AQUITAINE;BTS;13.0;56.0;38.0;58.0;67.0;83.0
cumul 2020-2021;0331561T;Lycée professionnel privé La Ruche;NOUVELLE-AQUITAINE;BAC PRO;33.0;55.0;42.0;51.0;50.0;58.0
cumul 2020-2021;0332192D;Lycée polyvalent hôtelier Tourisme Gascogne - Lycée des Métiers de l'Hôtellerie et du Tourisme;NOUVELLE-AQUITAINE;BTS;21.0;43.0;52.0;73.0;68.0;68.0
cumul 2020-2021;0640010N;Lycée général René Cassin;NOUVELLE-AQUITAINE;BTS;5.0;34.0;49.0;77.0;62.0;66.0
cumul 2020-2021;0332344U;Lycée professionnel Henri Brulle;NOUVELLE-AQUITAINE;BAC PRO;39.0;50.0;44.0;50.0;59.0;54.0
cumul 2020-2021;0332495H;Lycée professionnel privé Bel Orme - Lycée des métiers du service et de la relation et du laboratoire;NOUVELLE-AQUITAINE;BAC PRO;54.0;53.0;37.0;49.0;49.0;57.0
cumul 2020-2021;0640040W;Lycée professionnel Jean-Pierre Champo - Lycée des métiers de la maintenance;NOUVELLE-AQUITAINE;BAC PRO;22.0;57.0;60.0;82.0;80.0;78.0
cumul 2020-2021;0332870R;Lycée polyvalent de la mer - Lycée des Métiers de la Mer;NOUVELLE-AQUITAINE;MC4;;;;;;
cumul 2020-2021;0640050G;Lycée professionnel du 4 septembre 1870 - Lycée des métiers du commerce et des services;NOUVELLE-AQUITAINE;MC5;;;;;;
cumul 2020-2021;0640058R;Lycée professionnel Honoré Baradat;NOUVELLE-AQUITAINE;BAC PRO;41.0;61.0;36.0;43.0;42.0;48.0
cumul 2020-2021;0340028W;Lycée polyvalent Joseph Vallot;OCCITANIE;CAP;33.0;55.0;;;;
cumul 2020-2021;0340045P;Lycée professionnel Jules Ferry, lycée des métiers des services à la personne et de l'entreprise;OCCITANIE;MC5;18.0;50.0;;;;
cumul 2020-2021;0340061G;Lycée professionnel Charles Alliès, lycée des métiers du commerce et de la maintenance des matériels;OCCITANIE;CAP;29.0;65.0;33.0;37.0;50.0;63.0
cumul 2020-2021;0340088L;Section d'enseignement professionnel du lycée polyvalent Irène et Frédéric Joliot-Curie;OCCITANIE;BAC PRO;36.0;54.0;31.0;49.0;48.0;63.0
cumul 2020-2021;0650874X;Lycée professionnel Lautréamont - Lycée International des métiers de l'hôtellerie-restauration, de l'alimentation et des services tertiaires;OCCITANIE;CAP;42.0;52.0;23.0;37.0;37.0;50.0
cumul 2020-2021;0660552S;Néosup, Ecole supérieure;OCCITANIE;BTS;14.0;42.0;56.0;78.0;70.0;70.0
cumul 2020-2021;0670129B;Lycée professionnel Jean Geiler;GRAND EST;BAC PRO;27.0;58.0;24.0;31.0;46.0;52.0
cumul 2020-2021;0672198A;Lycée polyvalent Le Corbusier - Lycée des métiers de l'architecture, de la construction et du design;GRAND EST;BAC PRO;49.0;38.0;52.0;60.0;62.0;62.0
cumul 2020-2021;0350102W;Lycée professionnel Beaumont - Lycée des métiers des services - Lycée des métiers de l'industrie et de l'habitat;BRETAGNE;CAP;34.0;42.0;25.0;36.0;48.0;45.0
cumul 2020-2021;0680027K;Lycée professionnel Joseph Vogt;GRAND EST;BAC PRO;25.0;51.0;27.0;41.0;48.0;43.0
cumul 2020-2021;0350791V;Lycée polyvalent privé Marcel Callo - Lycée des métiers de l'industrie, de l'automobile et de l'aéronautique;BRETAGNE;CAP;8.0;67.0;;;;
cumul 2020-2021;0680161F;Lycée professionnel privé Institution Don Bosco;GRAND EST;CAP;22.0;75.0;12.0;44.0;48.0;36.0
cumul 2020-2021;0681810Y;Lycée  professionnel  Gustave Eiffel - Lycées des métiers du bâtiment et des travaux publics;GRAND EST;CAP;30.0;46.0;46.0;59.0;60.0;61.0
cumul 2020-2021;0351878B;Lycée professionnel Coetlogon;BRETAGNE;BTS;33.0;21.0;62.0;84.0;76.0;73.0
cumul 2020-2021;0681817F;Lycée polyvalent Lazare de Schwendi - Lycée des métiers;GRAND EST;BTS;;;;;;
cumul 2020-2021;0690003D;Lycée professionnel Barthélémy Thimonnier - Lycée des métiers des services aux personnes et aux entreprises;AUVERGNE-RHONE-ALPES;BAC PRO;22.0;53.0;41.0;54.0;51.0;53.0
cumul 2020-2021;0360003H;Lycée professionnel Chateauneuf;CENTRE-VAL DE LOIRE;CAP;31.0;64.0;;;;
cumul 2020-2021;0690093B;Lycée professionnel Hélène Boucher - Lycée des métiers de la restauration, de la proprete et de l'environnement;AUVERGNE-RHONE-ALPES;CAP;34.0;37.0;38.0;44.0;51.0;51.0
cumul 2020-2021;0370053G;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'industrie;CENTRE-VAL DE LOIRE;BAC PRO;36.0;60.0;35.0;53.0;58.0;60.0
cumul 2020-2021;0371328T;Lycée professionnel privé Sainte-Ursule;CENTRE-VAL DE LOIRE;BAC PRO;19.0;31.0;17.0;38.0;49.0;51.0
cumul 2020-2021;0380010E;Lycée professionnel Gambetta;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2020-2021;0380081G;Lycée polyvalent Ella Fitzgerald;AUVERGNE-RHONE-ALPES;BAC PRO;28.0;57.0;48.0;58.0;62.0;62.0
cumul 2020-2021;0690651H;Lycée professionnel privé Saint Joseph - Lycée des métiers de l'énergie, de la gestion-administration et de la relation clientèle;AUVERGNE-RHONE-ALPES;BAC PRO;41.0;57.0;53.0;62.0;64.0;67.0
cumul 2020-2021;0380089R;Lycée polyvalent Portes de l'Oisans - Lycée des métiers de l'électronique et du numérique;AUVERGNE-RHONE-ALPES;BTS;30.0;26.0;74.0;76.0;88.0;79.0
cumul 2020-2021;0690652J;Lycée professionnel privé Ateliers d'Apprentissage de l'Industrie;AUVERGNE-RHONE-ALPES;BAC PRO;;;;;;
cumul 2020-2021;0690653K;Lycée professionnel privé Orsel;AUVERGNE-RHONE-ALPES;BAC PRO;50.0;44.0;50.0;50.0;56.0;62.0
cumul 2020-2021;0690653K;Lycée professionnel privé Orsel;AUVERGNE-RHONE-ALPES;CAP;8.0;68.0;;;;
cumul 2020-2021;0380092U;Lycée polyvalent Ferdinand Buisson;AUVERGNE-RHONE-ALPES;BTS;18.0;36.0;54.0;69.0;74.0;62.0
cumul 2020-2021;0692390Y;Etablissement régional d'enseignement adapté Cité Scolaire René Pellet - Lycée des métiers du tertiaire et de l'artisanat d'art;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2020-2021;0381806G;Lycée professionnel privé Bordier - Lycée des métiers du commerce du social et des services à la personne;AUVERGNE-RHONE-ALPES;CAP;35.0;62.0;;;;
cumul 2020-2021;0692968B;Lycée professionnel André Cuzin - Lycée des métiers de la construction et de l'habitat durables;AUVERGNE-RHONE-ALPES;BAC PRO;65.0;44.0;53.0;56.0;63.0;69.0
cumul 2020-2021;0692968B;Lycée professionnel André Cuzin - Lycée des métiers de la construction et de l'habitat durables;AUVERGNE-RHONE-ALPES;MC5;;;;;;
cumul 2020-2021;0693332X;Lycée professionnel privé La Vidaude;AUVERGNE-RHONE-ALPES;BAC PRO;;;;;;
cumul 2020-2021;0693786R;Lycée polyvalent privé Jehanne de France;AUVERGNE-RHONE-ALPES;BAC PRO;28.0;57.0;44.0;63.0;57.0;61.0
cumul 2020-2021;0701052N;Lycée général et technologique Les Haberges;BOURGOGNE-FRANCHE-COMTE;BTS;33.0;36.0;51.0;59.0;65.0;67.0
cumul 2020-2021;0710018J;Lycée polyvalent Julien Wittmer;BOURGOGNE-FRANCHE-COMTE;BAC PRO;15.0;65.0;46.0;54.0;36.0;57.0
cumul 2020-2021;0390021L;Lycée professionnel Montciel - Lycée des métiers du sanitaire et du social;BOURGOGNE-FRANCHE-COMTE;CAP;44.0;45.0;22.0;17.0;57.0;57.0
cumul 2020-2021;0391001B;Lycée professionnel privé Jeanne d'Arc;BOURGOGNE-FRANCHE-COMTE;BAC PRO;28.0;71.0;48.0;61.0;52.0;52.0
cumul 2020-2021;0400004M;Lycée professionnel Louis Darmante - Lycée des métiers de l'hôtellerie et du commerce;NOUVELLE-AQUITAINE;BAC PRO;34.0;53.0;43.0;62.0;43.0;67.0
cumul 2020-2021;0400007R;Lycée polyvalent de Borda;NOUVELLE-AQUITAINE;CAP;59.0;30.0;61.0;70.0;73.0;81.0
cumul 2020-2021;0400020E;Lycée professionnel Robert Wlerick - Lycée des métiers des services;NOUVELLE-AQUITAINE;CAP;;;;;;
cumul 2020-2021;0400080V;Lycée d'enseignement professionnel Jean Cassaigne;NOUVELLE-AQUITAINE;CAP;8.0;36.0;21.0;38.0;26.0;36.0
cumul 2020-2021;0420014M;Lycée général et technologique Jacob Holtzer;AUVERGNE-RHONE-ALPES;BTS;25.0;29.0;70.0;55.0;70.0;70.0
cumul 2020-2021;0420018S;Lycée général et technologique Beauregard;AUVERGNE-RHONE-ALPES;BTS;33.0;31.0;75.0;83.0;71.0;71.0
cumul 2020-2021;0420079H;Lycée professionnel Etienne Mimard;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2020-2021;0420979L;Lycée général et technologique privé Tézenas du Montcel - Lycée des métiers de la gestion et du commerce;AUVERGNE-RHONE-ALPES;BTS;24.0;43.0;56.0;65.0;69.0;72.0
cumul 2020-2021;0711494N;Lycée polyvalent privé Saint Lazare;BOURGOGNE-FRANCHE-COMTE;BAC PRO;32.0;52.0;19.0;28.0;50.0;66.0
cumul 2020-2021;0720033V;Lycée polyvalent Gabriel Touchard-Washington - Lycée des métiers;PAYS DE LA LOIRE;BAC PRO;26.0;71.0;28.0;46.0;47.0;40.0
cumul 2020-2021;0720825F;Lycée professionnel privé Joseph Roussel;PAYS DE LA LOIRE;MC4;41.0;50.0;;;;
cumul 2020-2021;0730006K;Lycée professionnel Le grand arc;AUVERGNE-RHONE-ALPES;CAP;34.0;55.0;40.0;57.0;47.0;53.0
cumul 2020-2021;0730012S;Lycée professionnel hôtelier - Lycée des métiers de l'hôtellerie-restauration et commercialisation;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2020-2021;0730043A;Lycée polyvalent René Perrin - Lycée des métiers des sciences et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;BTS;15.0;29.0;82.0;87.0;87.0;89.0
cumul 2020-2021;0740009H;Lycée polyvalent des Glières;AUVERGNE-RHONE-ALPES;BTS;24.0;42.0;49.0;54.0;55.0;55.0
cumul 2020-2021;0741164N;Lycée professionnel Tom Morel - Lycée des métiers de l'accueil, la vente et la gestion;AUVERGNE-RHONE-ALPES;BAC PRO;36.0;52.0;45.0;57.0;53.0;57.0
cumul 2020-2021;0750428H;Lycée polyvalent Jacques MONOD - Lycée des métiers des carrières sanitaires et sociales;ILE-DE-FRANCE;CAP;21.0;39.0;17.0;29.0;42.0;42.0
cumul 2020-2021;0421606T;Lycée professionnel Adrien Testud - Lycée des métiers de la mode;AUVERGNE-RHONE-ALPES;BAC PRO;31.0;49.0;36.0;44.0;56.0;42.0
cumul 2020-2021;0750677D;Lycée polyvalent Elisa Lemonnier;ILE-DE-FRANCE;MC5;17.0;27.0;55.0;55.0;55.0;64.0
cumul 2020-2021;0422160V;Lycée polyvalent privé Renouveau - Lycée des métiers de la restauration;AUVERGNE-RHONE-ALPES;MC5;;;;;;
cumul 2020-2021;0430103D;Lycée professionnel privé Notre Dame du Château;AUVERGNE-RHONE-ALPES;BAC PRO;25.0;66.0;64.0;62.0;72.0;79.0
cumul 2020-2021;0750710P;Lycée technologique Auguste Renoir - Lycée des métiers de la photographie et de l'image;ILE-DE-FRANCE;BTS;;41.0;;;;
cumul 2020-2021;0750784V;Lycée professionnel Métiers de l'Ameublement;ILE-DE-FRANCE;CAP;;76.0;;;;
cumul 2020-2021;0430968U;Lycée privé européen Saint Jacques De Compostelle;AUVERGNE-RHONE-ALPES;BTS;;;;;;
cumul 2020-2021;0440074S;Lycée professionnel Brossaud-Blancho - Lycée des métiers;PAYS DE LA LOIRE;CAP;34.0;52.0;26.0;31.0;31.0;43.0
cumul 2020-2021;0440259T;Lycée technologique privé Notre-Dame d'Espérance;PAYS DE LA LOIRE;BTS;15.0;38.0;65.0;68.0;74.0;77.0
cumul 2020-2021;0440274J;Lycée polyvalent privé Notre-Dame;PAYS DE LA LOIRE;CAP;20.0;76.0;;;;
cumul 2020-2021;0440310Y;Lycée professionnel Jean-Jacques Audubon;PAYS DE LA LOIRE;BAC PRO;33.0;45.0;46.0;45.0;54.0;54.0
cumul 2020-2021;0440541Z;Lycée professionnel des Trois Rivières;PAYS DE LA LOIRE;BAC PRO;28.0;52.0;49.0;67.0;59.0;63.0
cumul 2020-2021;0441656L;Lycée professionnel Pablo Neruda;PAYS DE LA LOIRE;BAC PRO;49.0;51.0;35.0;41.0;43.0;44.0
cumul 2020-2021;0441823T;Lycée professionnel Heinlex - Lycée des métiers;PAYS DE LA LOIRE;BTS;23.0;17.0;;;;
cumul 2020-2021;0442095N;Lycée général et technologique La Herdrie;PAYS DE LA LOIRE;BTS;24.0;43.0;69.0;83.0;82.0;83.0
cumul 2020-2021;0760054W;Lycée polyvalent Porte Océane;NORMANDIE;BTS;43.0;36.0;47.0;58.0;60.0;60.0
cumul 2020-2021;0760095R;Lycée polyvalent Blaise Pascal;NORMANDIE;BAC PRO;60.0;57.0;;;;
cumul 2020-2021;0760146W;Lycée professionnel Marcel Sembat - Lycée des métiers  des propulsions et systèmes embarqués;NORMANDIE;CAP;37.0;58.0;;;;
cumul 2020-2021;0451067R;Lycée professionnel Jean Lurçat - Lycée des métiers de l'énergie, des structures métalliques et du tertiaire;CENTRE-VAL DE LOIRE;BTS;;;;;;
