UAI;Nom_lycee;IPS_voie_pro
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;83,3
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;84
573211,00 F;LYCEE ANDRE CITROEN LYCEE DES METIERS DE L AUTOMOBILE;84,7
0880153N;LYCEE ANDRE MALRAUX LYCEE DES METIERS FILIERE BOIS;95,4
0880153N;LYCEE ANDRE MALRAUX LYCEE DES METIERS FILIERE BOIS;101,5
0880153N;LYCEE ANDRE MALRAUX LYCEE DES METIERS FILIERE BOIS;91,3
0880153N;LYCEE ANDRE MALRAUX LYCEE DES METIERS FILIERE BOIS;96
0711322B;LYCEE CAMILLE DU GAST THOMAS DUMOREY;82,5
0711322B;LYCEE CAMILLE DU GAST THOMAS DUMOREY;82,8
0711322B;LYCEE CAMILLE DU GAST THOMAS DUMOREY;85,6
0711322B;LYCEE CAMILLE DU GAST THOMAS DUMOREY;86,5
0570087K;LYCEE CHARLES JULLY LYCEE DES METIERS ET DES TECHNOLOGIES INNOVANTES;76,1
0570087K;LYCEE CHARLES JULLY LYCEE DES METIERS ET DES TECHNOLOGIES INNOVANTES;77,8
0570087K;LYCEE CHARLES JULLY LYCEE DES METIERS ET DES TECHNOLOGIES INNOVANTES;78,3
0570087K;LYCEE CHARLES JULLY LYCEE DES METIERS ET DES TECHNOLOGIES INNOVANTES;79,2
0660057D;LYCEE CLIMATIQUE ET SPORTIF PIERRE DE COUBERTIN;90,6
0660057D;LYCEE CLIMATIQUE ET SPORTIF PIERRE DE COUBERTIN;99,9
0660057D;LYCEE CLIMATIQUE ET SPORTIF PIERRE DE COUBERTIN;91,3
0660057D;LYCEE CLIMATIQUE ET SPORTIF PIERRE DE COUBERTIN;97,3
0573231C;LYCEE CONDORCET LYCEE DES METIERS DES SCIENCES ET DES TECHNOLOGIES DE L INFORMATION ET DE LA COMMUNI;81,4
0573231C;LYCEE CONDORCET LYCEE DES METIERS DES SCIENCES ET DES TECHNOLOGIES DE L INFORMATION ET DE LA COMMUNI;78,3
0573231C;LYCEE CONDORCET LYCEE DES METIERS DES SCIENCES ET DES TECHNOLOGIES DE L INFORMATION ET DE LA COMMUNI;85,9
0573231C;LYCEE CONDORCET LYCEE DES METIERS DES SCIENCES ET DES TECHNOLOGIES DE L INFORMATION ET DE LA COMMUNI;81,7
801900,00 F;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DE L AUTHIE;74,4
801900,00 F;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DE L AUTHIE LYCEE DES METIERS;74,4
0801864S;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIA;73,2
0801864S;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIA;72,6
0801864S;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIA;72,3
0801864S;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIA;73,7
0400080V;LYCEE D ENSEIGNEMENT PROFESSIONNEL JEAN CASSAIGNE;83
0400080V;LYCEE D ENSEIGNEMENT PROFESSIONNEL JEAN CASSAIGNE;84,3
0400080V;LYCEE D ENSEIGNEMENT PROFESSIONNEL JEAN CASSAIGNE;86,9
0400080V;LYCEE D ENSEIGNEMENT PROFESSIONNEL JEAN CASSAIGNE;90,1
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY;87,6
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY;87,4
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY;87,5
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY;84,9
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY (A ABSORBE L'UAI 0133282X EN 2018);87,5
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY (A ABSORBE L'UAI 0133282X EN 2018);87,6
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY (A ABSORBE L'UAI 0133282X EN 2018);87,4
0132280H;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE HENRY LEROY (A ABSORBE L'UAI 0133282X EN 2018);84,9
0190012K;LYCEE DANTON;82,1
0190012K;LYCEE DANTON;82,3
0190012K;LYCEE DANTON;83,6
0931779D;LYCEE DE L HORTICULTURE ET DU PAYSAGE JEANNE BARET;87,9
0931779D;LYCEE DE L HORTICULTURE ET DU PAYSAGE JEANNE BARET;87
0931779D;LYCEE DE L HORTICULTURE ET DU PAYSAGE JEANNE BARET;87,1
0931779D;LYCEE DE L HORTICULTURE ET DU PAYSAGE JEANNE BARET;88,1
9760370Y;LYCEE DES LUMIERES;62,2
9760370Y;LYCEE DES LUMIERES;60,1
9760370Y;LYCEE DES LUMIERES;60,8
9760370Y;LYCEE DES LUMIERES;62,8
0840113S;LYCEE DES METIERS ALEXANDRE DUMAS;78,8
0840113S;LYCEE DES METIERS ALEXANDRE DUMAS;78,4
0840113S;LYCEE DES METIERS ALEXANDRE DUMAS;80,4
0840113S;LYCEE DES METIERS ALEXANDRE DUMAS;77,3
0210032W;LYCEE DES METIERS DE LA CERAMIQUE HENRY MOISAND;103,2
0210032W;LYCEE DES METIERS DE LA CERAMIQUE HENRY MOISAND;99,7
0210032W;LYCEE DES METIERS DE LA CERAMIQUE HENRY MOISAND;104,5
0210032W;LYCEE DES METIERS DE LA CERAMIQUE HENRY MOISAND;101,7
9740472V;LYCEE DES METIERS DE LA MAINTENANCE PATU DE ROSEMONT;62,5
9740472V;LYCEE DES METIERS DE LA MAINTENANCE PATU DE ROSEMONT;64
9740472V;LYCEE DES METIERS DE LA MAINTENANCE PATU DE ROSEMONT;62,2
9740472V;LYCEE DES METIERS DE LA MAINTENANCE PATU DE ROSEMONT;63,2
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;89,7
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;87,7
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;89
0400057V;LYCEE DES METIERS DES GRANDS LACS CITE SCOLAIRE ST EXUPERY;89,6
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;83,6
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;82,7
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;84,4
0570108H;LYCEE DES METIERS DES SCIENCES ET DESTECHNIQUES;81,3
0570061G;LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL ALAIN FOURNIER;77,2
0570061G;LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL ALAIN FOURNIER;76,4
0570061G;LYCEE DES METIERS DU SANITAIRE ET DU SOCIAL ALAIN FOURNIER;78,2
130001,00 F;LYCEE DES METIERS EMILE ZOLA;101,8
130001,00 F;LYCEE DES METIERS EMILE ZOLA;90
130001,00 F;LYCEE DES METIERS EMILE ZOLA;97
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;83,2
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;82,8
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;82,7
0880013L;LYCEE DES METIERS PIERRE MENDES FRANCE;79,9
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;91
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;84,5
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;86,6
0131484T;LYCEE DES METIERS PRIVE BRISE LAMES;85
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;90,2
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;91,2
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;86,5
0133424B;LYCEE DES METIERS PRIVE CAUCADIS;84,4
0133425C;LYCEE DES METIERS PRIVE CELONY;102,6
0133425C;LYCEE DES METIERS PRIVE CELONY;103,7
0133425C;LYCEE DES METIERS PRIVE CELONY;107,1
0133425C;LYCEE DES METIERS PRIVE CELONY;106,3
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;92,6
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;95,3
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;92,8
0131402D;LYCEE DES METIERS PRIVE CHARLES PEGUY;95,4
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;74,4
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;73,5
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;77,6
0131445A;LYCEE DES METIERS PRIVE CHARLOTTE GRAWITZ LYCEE DES METIERS DES SERVICES AUX ENTREPRISES ET A LA PER;77,7
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;97,3
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;96,9
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;95,1
0133396W;LYCEE DES METIERS PRIVE DON BOSCO;94,7
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;89
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;86,1
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;88,2
0131434N;LYCEE DES METIERS PRIVE ECOLE LIBRE DES METIERS LYCEE DES METIERS DU GENIE ELETRIQUE ET THERMIQUE;89,3
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;84,7
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;88,9
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;83,6
0132193N;LYCEE DES METIERS PRIVE EDMOND ROSTAND;88,8
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;92,4
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;96,2
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;91,8
0131485U;LYCEE DES METIERS PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;97,2
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;66,6
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;71,2
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;67,7
0131432L;LYCEE DES METIERS PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTEN;70,7
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;70,6
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;76,4
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;73
0131433M;LYCEE DES METIERS PRIVE SAINT HENRI LYCEE DES METIERS DU BATIMENT CONNECTE ET DES ENERGIES RENOUVELA;72,8
0840940R;LYCEE DES METIERS PRIVE SAINT JEAN BAPTISTE DE LA SALLE;95,5
0840940R;LYCEE DES METIERS PRIVE SAINT JEAN BAPTISTE DE LA SALLE;111,9
0840940R;LYCEE DES METIERS PRIVE SAINT JEAN BAPTISTE DE LA SALLE;106,7
0840940R;LYCEE DES METIERS PRIVE SAINT JEAN BAPTISTE DE LA SALLE;109,9
0131391S;LYCEE DES METIERS PRIVE ST ELOI;107,1
0131391S;LYCEE DES METIERS PRIVE ST ELOI;102,7
0131391S;LYCEE DES METIERS PRIVE ST ELOI;102,9
0131391S;LYCEE DES METIERS PRIVE ST ELOI;102,1
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;96,7
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;98,4
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;97,2
0840082H;LYCEE DES METIERS PRIVE VINCENT DE PAUL LYCEE DES METIERS DE LA MODE DES SERVICES AUX ENTREPRISES ET;90,6
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;81,2
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;82,2
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;82,9
0540067E;LYCEE DES METIERS REGIONAL DU TOULOIS;82,8
0460013P;LYCEE GENERAL;89,2
0460013P;LYCEE GENERAL;91,3
0460013P;LYCEE GENERAL;88,9
0460013P;LYCEE GENERAL;89,1
0040003G;LYCEE GENERAL ANDRE HONNORAT;86,8
0040003G;LYCEE GENERAL ANDRE HONNORAT;84,4
0040003G;LYCEE GENERAL ANDRE HONNORAT;82
0040003G;LYCEE GENERAL ANDRE HONNORAT;92,8
0240024W;LYCEE GENERAL BERTRAN DE BORN;99,5
0240024W;LYCEE GENERAL BERTRAN DE BORN;108,2
0240024W;LYCEE GENERAL BERTRAN DE BORN;102,3
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;93,4
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;89,8
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;92,1
0090013R;LYCEE GENERAL ET TECHNOLOGIQUE;89,1
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;91,7
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;93
0130161E;LYCEE GENERAL ET TECHNOLOGIQUE ADAM DE CRAPONNE;92,8
0692517L;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;85,3
0692517L;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;83,4
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;92
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;89,7
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;89,6
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;88,2
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;87,5
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;86,9
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;90,4
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;89
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;91,8
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;92,3
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;93,3
0730029K;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE CROIZAT LYCEE DES METIERS DES SERVICES EN MONTAGNE;95
9740019C;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE VOLLARD;54
9740019C;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE VOLLARD;59,2
9740019C;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE VOLLARD;61,7
9740019C;LYCEE GENERAL ET TECHNOLOGIQUE AMBROISE VOLLARD;53,9
0132733A;LYCEE GENERAL ET TECHNOLOGIQUE ANTONIN ARTAUD;65,3
0132733A;LYCEE GENERAL ET TECHNOLOGIQUE ANTONIN ARTAUD;75,2
0132733A;LYCEE GENERAL ET TECHNOLOGIQUE ANTONIN ARTAUD;72,2
0132733A;LYCEE GENERAL ET TECHNOLOGIQUE ANTONIN ARTAUD;68,8
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;84,9
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;82,6
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;83,2
0141274J;LYCEE GENERAL ET TECHNOLOGIQUE ARCISSE DE CAUMONT LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;84,3
0690035N;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE ET LOUIS LUMIERE;113,5
0690035N;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE ET LOUIS LUMIERE;97,9
0690035N;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE ET LOUIS LUMIERE;88,3
0470001W;LYCEE GENERAL ET TECHNOLOGIQUE BERNARD PALISSY;66
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;90,7
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;93,1
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;94,2
0810959C;LYCEE GENERAL ET TECHNOLOGIQUE BORDE BASSE;88,1
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;86,4
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;85,7
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;87,2
0220058U;LYCEE GENERAL ET TECHNOLOGIQUE CHAPTAL;86,7
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;88,6
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;86,9
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;85,6
0692800U;LYCEE GENERAL ET TECHNOLOGIQUE CHARLIE CHAPLIN;87,9
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;94,4
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;94,7
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;94,8
0820883P;LYCEE GENERAL ET TECHNOLOGIQUE CLAUDE NOUGARO;93,9
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;79
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;81,7
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;80,7
0381599G;LYCEE GENERAL ET TECHNOLOGIQUE DE L EDIT;79,9
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE;82
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE;70,3
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE;115
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE;53,5
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA MET;70,3
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA MET;82
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA MET;115
0590072H;LYCEE GENERAL ET TECHNOLOGIQUE DE L EUROPE LYCEE DES METIERS DE L ÃNERGIE DU NUMERIQUE ET DE LA MET;53,5
0134155W;LYCEE GENERAL ET TECHNOLOGIQUE DE SAINT;78
0134155W;LYCEE GENERAL ET TECHNOLOGIQUE DE SAINT;71,9
0134155W;LYCEE GENERAL ET TECHNOLOGIQUE DE SAINT;76,6
0134155W;LYCEE GENERAL ET TECHNOLOGIQUE DE SAINT;76,4
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;81,6
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;78,4
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;82,7
0610018N;LYCEE GENERAL ET TECHNOLOGIQUE DES ANDAINES LYCEE DES METIERS DU BOIS ET DE L ECO CONSTRUCTION;83,3
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;72,4
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;70,8
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;72,7
9720692V;LYCEE GENERAL ET TECHNOLOGIQUE DU NORD ATLANTIQUE;75,6
0130049H;LYCEE GENERAL ET TECHNOLOGIQUE DU REMPART;85,3
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;105
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;102,5
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;100,6
0311334G;LYCEE GENERAL ET TECHNOLOGIQUE EDMOND ROSTAND;105,4
500002,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE LITTRE;88,1
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;90
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;101,8
130001,00 F;LYCEE GENERAL ET TECHNOLOGIQUE EMILE ZOLA;97
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;80,9
0380032D;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;82,2
9730001N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX EBOUE;60,1
9730001N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX EBOUE;62,6
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;71,7
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;71,5
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;73,8
0572022N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX MAYER;73,6
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;86,5
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;81,4
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;83,2
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;87,9
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;83,6
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;85
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;85,1
0380083J;LYCEE GENERAL ET TECHNOLOGIQUE GALILEE LYCEE DES METIERS DE LA CHIMIE;84,8
0420027B;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES BRASSENS;91,1
0420027B;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES BRASSENS;91
0420027B;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES BRASSENS;86,7
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;88,5
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;92,4
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;86,2
0771940R;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;91,8
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;84,5
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;85
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;84,6
360024,00 F;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DE BALZAC;82,3
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;90,3
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;93,7
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;92,2
0010072Y;LYCEE GENERAL ET TECHNOLOGIQUE INTERNATIONAL;90,7
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;85,5
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;85,7
0572027U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COLBERT;86,3
0880036L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE VUILLAUME;92,5
0880036L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE VUILLAUME;117,3
0880036L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE VUILLAUME;99,2
0880036L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE VUILLAUME;100,3
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;87,8
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;87,9
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;87,1
0810012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;88,2
0132210G;LYCEE GENERAL ET TECHNOLOGIQUE JEAN LURCAT;89,1
0741476C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;75,5
0741476C;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MONNET;76,7
0730005J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;80
0730005J;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;76,9
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;85
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;89,5
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;88,2
0772120L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;89
